card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/23,2026/07/01,10.11,6.14,9.78,80.34,,19.41,,,,3.0606,0.5044,4.1725,3.863,3.7255,3.1753,3.0262,2.1665,4.1152,3.9089,1.1463,2026-09-23
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/23,2026/07/01,0.21,0.03,0.23,19.94,,0.62,,,,0.1719,0.0229,0.1376,0.5273,0.0573,0.149,0.1605,0.8253,0.619,0.6649,1.1463,2026-09-23
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/23,2026/07/01,34.07,22.0,33.35,389.46,,24.71,,,,5.6856,1.1348,6.6256,10.3167,4.5852,5.422,5.273,14.8904,8.5973,6.7517,1.1463,2026-09-23
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/23,2026/07/01,43.55,24.98,39.74,235.28,,27.06,,,,4.5737,0.2866,6.9466,4.654,5.1584,2.6709,4.6884,1.7195,3.9777,4.654,1.1463,2026-09-23
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/23,2026/07/01,1.18,0.2,1.03,35.83,,,,,,0.8941,0.0229,0.7222,0.0,0.2407,0.6878,0.8827,2.2811,1.3182,0.9285,1.1463,2026-09-23
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/23,2026/07/01,4.41,2.75,3.72,94.92,,,,,,1.7882,0.1719,6.4193,3.4389,45.852,9.0902,3.4962,3.4389,3.0492,2.1207,1.1463,2026-09-23
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/23,2026/07/01,15.06,5.0,11.65,581.84,,,,,,2.774,0.4585,2.4531,0.0,4.5852,2.9575,2.6136,0.5732,1.9602,1.5704,1.1463,2026-09-23
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/23,2026/07/01,40.05,27.0,41.99,164.86,,54.65,,,,7.898,1.1348,9.7206,7.6802,4.5852,6.0869,8.4597,4.5737,8.6431,12.0362,1.1463,2026-09-23
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/23,2026/07/01,75.6,59.99,100.0,311.16,,125.0,,,,28.6346,5.7315,40.0976,35.9938,4.5737,16.587,90.8787,10.8899,28.7377,34.1024,1.1463,2026-09-23
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/23,2026/07/01,169.99,289.0,295.0,2349.86,,101.41,,,,45.6571,2.2926,48.0414,38.4011,80.1837,45.6571,42.5507,36.6816,29.9643,21.2983,1.1463,2026-09-23
ru1-1,Venusaur,holofoil,Pokémon Rumble,https://images.pokemontcg.io/ru1/symbol.png,1,,Pokemon Rumble,Stage 2,3,Pokémon,2009/12/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ru1-1,https://images.pokemontcg.io/ru1/1_hires.png,2026/09/23,2026/07/01,279.9,254.76,267.33,279.89,,,,,,136.3295,67.6317,140.7427,0.0,51.5835,140.5364,94.7532,26.1815,12.7125,6.1786,1.1463,2026-09-23
