card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/13,2026/07/01,10.11,6.14,9.8,109.71,,19.41,,,,3.0951,0.5099999904632568,4.2195,3.9065,3.7674,3.211,3.0603,2.1909,4.1615,3.9529,1.1592,2026-09-14
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/13,2026/07/01,0.21,0.03,0.23,19.98,,0.62,,,,0.1739,0.02319999970495701,0.1391,0.5332,0.058,0.1507,0.1623,0.8346,0.626,0.6723,1.1592,2026-09-14
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/13,2026/07/01,33.16,18.68,33.35,389.5,,24.32,,,,5.7496,1.1476000547409058,6.7002,10.4328,4.6368,5.483,5.3323,15.058,8.694,6.8277,1.1592,2026-09-14
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/13,2026/07/01,42.56,36.99,46.92,235.58,,27.06,,,,4.6252,0.2897999882698059,7.0248,4.7064,5.2164,2.7009,4.7411,1.7388,4.0224,4.7064,1.1592,2026-09-14
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/13,2026/07/01,1.16,0.2,1.09,36.13,,,,,,0.9042,0.02319999970495701,0.7303,0.0,0.2434,0.6955,0.8926,2.3068,1.3331,0.939,1.1592,2026-09-14
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/13,2026/07/01,4.34,2.75,3.76,94.92,,,,,,1.8084,0.17389999330043793,6.4915,3.4776,46.368,9.1925,3.5356,3.4776,3.0835,2.1445,1.1592,2026-09-14
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/13,2026/07/01,14.72,6.18,11.06,4321.0,,,,,,2.8053,0.46369999647140503,2.4807,0.0,4.6368,2.9907,2.643,0.5796,1.9822,1.5881,1.1592,2026-09-14
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/13,2026/07/01,36.92,19.94,36.0,164.9,,51.98,,,,7.9869,1.1476000547409058,9.83,7.7666,4.6368,6.1554,8.5549,4.6252,8.7404,12.1716,1.1592,2026-09-14
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/13,2026/07/01,79.6,65.0,100.0,311.2,,125.0,,,,28.9568,5.796000003814697,40.5488,36.3989,4.6252,16.7736,91.9014,11.0124,29.0611,34.4862,1.1592,2026-09-14
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/13,2026/07/01,164.66,289.0,295.0,2349.9,,101.41,,,,46.1709,2.3183999061584473,48.5821,38.8332,81.086,46.1709,43.0295,37.0944,30.3015,21.5379,1.1592,2026-09-14
