card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/22,2026/07/01,10.11,6.14,9.75,80.34,,19.41,,,,3.0678,0.5055999755859375,4.1824,3.8721,3.7343,3.1827,3.0334,2.1716,4.1249,3.9181,1.149,2026-09-22
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/22,2026/07/01,0.21,0.03,0.22,19.94,,0.62,,,,0.1724,0.023000000044703484,0.1379,0.5285,0.0575,0.1494,0.1609,0.8273,0.6205,0.6664,1.149,2026-09-22
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/22,2026/07/01,34.07,22.0,33.35,389.46,,24.32,,,,5.699,1.1375000476837158,6.6412,10.341,4.596,5.4348,5.2854,14.9255,8.6175,6.7676,1.149,2026-09-22
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/22,2026/07/01,43.55,24.98,39.74,235.32,,27.06,,,,4.5845,0.2872999906539917,6.9629,4.6649,5.1705,2.6772,4.6994,1.7235,3.987,4.6649,1.149,2026-09-22
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/22,2026/07/01,1.13,0.2,1.07,35.87,,,,,,0.8962,0.023000000044703484,0.7239,0.0,0.2413,0.6894,0.8847,2.2865,1.3214,0.9307,1.149,2026-09-22
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/22,2026/07/01,4.41,2.75,3.74,94.92,,,,,,1.7924,0.17239999771118164,6.4344,3.447,45.96,9.1116,3.5044,3.447,3.0563,2.1257,1.149,2026-09-22
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/22,2026/07/01,15.06,5.0,11.65,581.84,,,,,,2.7806,0.4596000015735626,2.4589,0.0,4.596,2.9644,2.6197,0.5745,1.9648,1.5741,1.149,2026-09-22
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/22,2026/07/01,40.05,21.37,28.0,164.86,,54.65,,,,7.9166,1.1375000476837158,9.7435,7.6983,4.596,6.1012,8.4796,4.5845,8.6635,12.0645,1.149,2026-09-22
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/22,2026/07/01,75.6,59.99,100.0,311.16,,125.0,,,,28.702,5.744999885559082,40.192,36.0786,4.5845,16.626,91.0927,10.9155,28.8054,34.1827,1.149,2026-09-22
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/22,2026/07/01,169.99,289.0,295.0,2349.86,,101.41,,,,45.7647,2.2980000972747803,48.1546,38.4915,80.3726,45.7647,42.6509,36.768,30.0349,21.3484,1.149,2026-09-22
