card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/04,2026/07/01,9.8,6.14,9.78,109.71,,19.41,,,,3.1012,0.5110999941825867,4.2279,3.9143,3.7749,3.2174,3.0664,2.1952,4.1698,3.9607,1.1615,2026-09-04
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/04,2026/07/01,0.2,0.03,0.23,19.98,,0.61,,,,0.1742,0.02319999970495701,0.1394,0.5343,0.0581,0.151,0.1626,0.8363,0.6272,0.6737,1.1615,2026-09-04
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/04,2026/07/01,32.44,23.0,33.35,389.5,,24.32,,,,5.761,1.149899959564209,6.7135,10.4535,4.646,5.4939,5.3429,15.0879,8.7112,6.8412,1.1615,2026-09-04
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/04,2026/07/01,42.56,29.98,39.74,235.86,,27.06,,,,4.6344,0.2903999984264374,7.0387,4.7157,5.2268,2.7063,4.7505,1.7422,4.0304,4.7157,1.1615,2026-09-04
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/04,2026/07/01,1.2,0.2,1.02,36.41,,,,,,0.906,0.02319999970495701,0.7317,0.0,0.2439,0.6969,0.8944,2.3114,1.3357,0.9408,1.1615,2026-09-04
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/04,2026/07/01,4.35,2.97,3.73,94.92,,,,,,1.8119,0.17419999837875366,6.5044,3.4845,46.46,9.2107,3.5426,3.4845,3.0896,2.1488,1.1615,2026-09-04
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/04,2026/07/01,14.7,10.99,12.0,581.88,,,,,,2.8108,0.46459999680519104,2.4856,0.0,4.646,2.9967,2.6482,0.5807,1.9862,1.5913,1.1615,2026-09-04
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/04,2026/07/01,34.72,21.34,28.0,301.98,,46.32,,,,8.0027,1.149899959564209,9.8495,7.782,4.646,6.1676,8.5719,4.6344,8.7577,12.1958,1.1615,2026-09-04
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/04,2026/07/01,79.6,79.0,102.96,311.2,,125.0,,,,29.0143,5.807499885559082,40.6293,36.4711,4.6344,16.8069,92.0837,11.0343,29.1188,34.5546,1.1615,2026-09-04
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/04,2026/07/01,164.66,289.0,300.0,2349.9,,101.41,,,,46.2625,2.322999954223633,48.6785,38.9102,81.2469,46.2625,43.1149,37.168,30.3616,21.5807,1.1615,2026-09-04
