card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/11,2026/07/01,9.75,6.190000057220459,9.90999984741211,109.71,,17.84,,,,3.0852,0.5084,4.206,3.894,3.7554,3.2007,3.0505,2.1839,4.1482,3.9403,1.1555,2026-08-11
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/11,2026/07/01,0.21,0.019999999552965164,0.20999999344348907,1000.0,,0.6,,,,0.1733,0.0231,0.1387,0.5315,0.0578,0.1502,0.1618,0.832,0.624,0.6702,1.1555,2026-08-11
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/11,2026/07/01,31.17,23.989999771118164,32.84000015258789,389.5,,23.75,,,,5.7313,1.1439,6.6788,10.3995,4.622,5.4655,5.3153,15.0099,8.6662,6.8059,1.1555,2026-08-11
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/11,2026/07/01,42.56,24.0,39.7400016784668,236.94,,27.06,,,,4.6104,0.2889,7.0023,4.6913,5.1997,2.6923,4.726,1.7332,4.0096,4.6913,1.1555,2026-08-11
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/11,2026/07/01,0.87,0.20000000298023224,0.9900000095367432,37.47,,,,,,0.9013,0.0231,0.728,0.0,0.2427,0.6933,0.8897,2.2994,1.3288,0.936,1.1555,2026-08-11
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/11,2026/07/01,4.39,2.7200000286102295,3.299999952316284,94.92,,,,,,1.8026,0.1733,6.4708,3.4665,46.22,9.1631,3.5243,3.4665,3.0736,2.1377,1.1555,2026-08-11
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/11,2026/07/01,14.22,10.5,12.0,581.88,,,,,,2.7963,0.4622,2.4728,0.0,4.622,2.9812,2.6345,0.5777,1.9759,1.583,1.1555,2026-08-11
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/11,2026/07/01,32.08,27.920000076293945,32.0,164.9,,42.5,,,,7.9614,1.1439,9.7986,7.7419,4.622,6.1357,8.5276,4.6104,8.7125,12.1327,1.1555,2026-08-11
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/11,2026/07/01,79.57,49.9900016784668,120.0,311.2,,125.0,,,,28.8644,5.7775,40.4194,36.2827,4.6104,16.7201,91.608,10.9772,28.9684,34.3761,1.1555,2026-08-11
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/11,2026/07/01,164.66,149.99000549316406,290.0,2349.9,,101.41,,,,46.0236,2.311,48.427,38.7092,80.8272,46.0236,42.8922,36.976,30.2048,21.4692,1.1555,2026-08-11
