card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/17,2026/07/01,9.75,6.14,10.0,109.71,,19.41,,,,3.0884,0.508899986743927,4.2104,3.8981,3.7593,3.2041,3.0537,2.1862,4.1526,3.9443,1.1567,2026-08-17
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/17,2026/07/01,0.21,0.03,0.21,1000.0,,0.61,,,,0.1735,0.023099999874830246,0.1388,0.5321,0.0578,0.1504,0.1619,0.8328,0.6246,0.6709,1.1567,2026-08-17
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/17,2026/07/01,31.26,23.99,32.73,389.5,,23.75,,,,5.7372,1.1450999975204468,6.6857,10.4103,4.6268,5.4712,5.3208,15.0255,8.6753,6.813,1.1567,2026-08-17
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/17,2026/07/01,42.56,37.0,43.84,236.66,,27.06,,,,4.6152,0.2892000079154968,7.0096,4.6962,5.2052,2.6951,4.7309,1.7351,4.0137,4.6962,1.1567,2026-08-17
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/17,2026/07/01,0.87,0.2,0.98,37.21,,,,,,0.9022,0.023099999874830246,0.7287,0.0,0.2429,0.694,0.8907,2.3018,1.3302,0.9369,1.1567,2026-08-17
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/17,2026/07/01,4.41,2.75,3.59,94.92,,,,,,1.8045,0.17350000143051147,6.4775,3.4701,46.268,9.1726,3.5279,3.4701,3.0768,2.1399,1.1567,2026-08-17
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/17,2026/07/01,14.7,6.2,8.97,581.88,,,,,,2.7992,0.4627000093460083,2.4753,0.0,4.6268,2.9843,2.6373,0.5784,1.978,1.5847,1.1567,2026-08-17
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/17,2026/07/01,33.26,27.92,35.38,301.98,,46.32,,,,7.9697,1.1450999975204468,9.8088,7.7499,4.6268,6.1421,8.5364,4.6152,8.7215,12.1454,1.1567,2026-08-17
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/17,2026/07/01,79.57,49.99,101.48,311.2,,125.0,,,,28.8944,5.7835001945495605,40.4614,36.3204,4.6152,16.7374,91.7032,10.9886,28.9985,34.4118,1.1567,2026-08-17
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/17,2026/07/01,164.66,149.99,290.0,2349.9,,101.41,,,,46.0714,2.3134000301361084,48.4773,38.7495,80.9112,46.0714,42.9367,37.0144,30.2361,21.4915,1.1567,2026-08-17
