card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/12,2026/07/01,9.75,6.5,9.97,109.71,,17.84,,,,3.0812,0.5077999830245972,4.2006,3.889,3.7505,3.1966,3.0466,2.1811,4.1429,3.9351,1.154,2026-08-12
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/12,2026/07/01,0.21,0.02,0.21,1000.0,,0.61,,,,0.1731,0.023099999874830246,0.1385,0.5308,0.0577,0.15,0.1616,0.8309,0.6232,0.6693,1.154,2026-08-12
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/12,2026/07/01,31.17,14.99,32.73,389.5,,23.75,,,,5.7238,1.1425000429153442,6.6701,10.386,4.616,5.4584,5.3084,14.9905,8.655,6.7971,1.154,2026-08-12
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/12,2026/07/01,42.56,37.0,39.99,236.9,,27.06,,,,4.6045,0.28850001096725464,6.9932,4.6852,5.193,2.6888,4.7199,1.731,4.0044,4.6852,1.154,2026-08-12
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/12,2026/07/01,0.87,0.19,0.99,37.43,,,,,,0.9001,0.023099999874830246,0.727,0.0,0.2423,0.6924,0.8886,2.2965,1.3271,0.9347,1.154,2026-08-12
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/12,2026/07/01,4.39,2.72,3.4,94.92,,,,,,1.8002,0.17309999465942383,6.4624,3.462,46.16,9.1512,3.5197,3.462,3.0696,2.1349,1.154,2026-08-12
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/12,2026/07/01,14.22,10.5,12.0,581.88,,,,,,2.7927,0.46160000562667847,2.4696,0.0,4.616,2.9773,2.6311,0.577,1.9733,1.581,1.154,2026-08-12
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/12,2026/07/01,32.08,27.92,32.0,164.9,,42.5,,,,7.9511,1.1425000429153442,9.7859,7.7318,4.616,6.1277,8.5165,4.6045,8.7012,12.117,1.154,2026-08-12
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/12,2026/07/01,79.57,49.99,120.0,311.2,,125.0,,,,28.8269,5.769999980926514,40.3669,36.2356,4.6045,16.6984,91.4891,10.963,28.9308,34.3315,1.154,2026-08-12
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/12,2026/07/01,164.66,149.99,290.0,2349.9,,101.41,,,,45.9638,2.308000087738037,48.3641,38.659,80.7223,45.9638,42.8365,36.928,30.1656,21.4413,1.154,2026-08-12
