card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/19,2026/07/01,9.75,6.14,10.0,109.71,,19.41,,,,3.0908,0.5092999935150146,4.2137,3.9011,3.7622,3.2066,3.0561,2.1879,4.1558,3.9474,1.1576,2026-08-19
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/19,2026/07/01,0.21,0.03,0.21,19.98,,0.61,,,,0.1736,0.02319999970495701,0.1389,0.5325,0.0579,0.1505,0.1621,0.8335,0.6251,0.6714,1.1576,2026-08-19
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/19,2026/07/01,31.29,23.98,30.99,389.5,,23.75,,,,5.7417,1.1460000276565552,6.6909,10.4184,4.6304,5.4754,5.325,15.0372,8.682,6.8183,1.1576,2026-08-19
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/19,2026/07/01,42.56,37.0,41.92,236.58,,27.06,,,,4.6188,0.28940001130104065,7.0151,4.6999,5.2092,2.6972,4.7346,1.7364,4.0169,4.6999,1.1576,2026-08-19
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/19,2026/07/01,0.9,0.2,0.97,37.13,,,,,,0.9029,0.02319999970495701,0.7293,0.0,0.2431,0.6946,0.8914,2.3036,1.3312,0.9377,1.1576,2026-08-19
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/19,2026/07/01,4.32,2.85,3.63,94.92,,,,,,1.8059,0.1736000031232834,6.4826,3.4728,46.304,9.1798,3.5307,3.4728,3.0792,2.1416,1.1576,2026-08-19
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/19,2026/07/01,14.7,6.2,9.8,581.88,,,,,,2.8014,0.46299999952316284,2.4773,0.0,4.6304,2.9866,2.6393,0.5788,1.9795,1.5859,1.1576,2026-08-19
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/19,2026/07/01,34.7,27.92,36.15,301.98,,46.32,,,,7.9759,1.1460000276565552,9.8164,7.7559,4.6304,6.1469,8.5431,4.6188,8.7283,12.1548,1.1576,2026-08-19
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/19,2026/07/01,79.57,49.99,101.48,311.2,,125.0,,,,28.9168,5.788000106811523,40.4928,36.3486,4.6188,16.7505,91.7745,10.9972,29.021,34.4386,1.1576,2026-08-19
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/19,2026/07/01,164.66,149.99,290.0,2349.9,,101.41,,,,46.1072,2.315200090408325,48.515,38.7796,80.9741,46.1072,42.9701,37.0432,30.2597,21.5082,1.1576,2026-08-19
