card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/26,2026/07/01,9.75,6.14,10.27,109.71,,19.41,,,,3.1138,0.5131,4.245,3.9301,3.7901,3.2304,3.0788,2.2041,4.1867,3.9767,1.1662,2026-08-26
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/26,2026/07/01,0.2,0.03,0.21,19.98,,0.61,,,,0.1749,0.0233,0.1399,0.5365,0.0583,0.1516,0.1633,0.8397,0.6297,0.6764,1.1662,2026-08-26
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/26,2026/07/01,32.51,23.49,32.94,389.5,,23.75,,,,5.7844,1.1545,6.7406,10.4958,4.6648,5.5161,5.3645,15.1489,8.7465,6.8689,1.1662,2026-08-26
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/26,2026/07/01,42.56,29.99,41.92,236.18,,27.06,,,,4.6531,0.2915,7.0672,4.7348,5.2479,2.7172,4.7698,1.7493,4.0467,4.7348,1.1662,2026-08-26
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/26,2026/07/01,1.09,0.2,1.0,36.73,,,,,,0.9096,0.0233,0.7347,0.0,0.2449,0.6997,0.898,2.3207,1.3411,0.9446,1.1662,2026-08-26
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/26,2026/07/01,4.48,2.99,4.09,94.92,,,,,,1.8193,0.1749,6.5307,3.4986,46.648,9.248,3.5569,3.4986,3.1021,2.1575,1.1662,2026-08-26
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/26,2026/07/01,14.7,10.99,12.0,581.88,,,,,,2.8222,0.4665,2.4957,0.0,4.6648,3.0088,2.6589,0.5831,1.9942,1.5977,1.1662,2026-08-26
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/26,2026/07/01,34.7,27.27,36.15,301.98,,46.32,,,,8.0351,1.1545,9.8894,7.8135,4.6648,6.1925,8.6066,4.6531,8.7931,12.2451,1.1662,2026-08-26
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/26,2026/07/01,79.57,54.99,102.96,311.2,,125.0,,,,29.1317,5.831,40.7937,36.6187,4.6531,16.8749,92.4563,11.0789,29.2366,34.6944,1.1662,2026-08-26
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/26,2026/07/01,164.66,289.99,300.0,2349.9,,101.41,,,,46.4497,2.3324,48.8754,39.0677,81.5757,46.4497,43.2893,37.3184,30.4845,21.668,1.1662,2026-08-26
