card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/06,2026/07/01,9.8,6.14,9.78,109.71,,19.41,,,,3.1031,0.5113999843597412,4.2304,3.9166,3.7771,3.2193,3.0682,2.1966,4.1723,3.9631,1.1622,2026-09-06
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/06,2026/07/01,0.2,0.03,0.23,19.98,,0.62,,,,0.1743,0.02319999970495701,0.1395,0.5346,0.0581,0.1511,0.1627,0.8368,0.6276,0.6741,1.1622,2026-09-06
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/06,2026/07/01,32.44,23.0,33.75,389.5,,24.32,,,,5.7645,1.1505999565124512,6.7175,10.4598,4.6488,5.4972,5.3461,15.097,8.7165,6.8454,1.1622,2026-09-06
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/06,2026/07/01,42.56,36.99,41.92,235.78,,27.06,,,,4.6372,0.2904999852180481,7.0429,4.7185,5.2299,2.7079,4.7534,1.7433,4.0328,4.7185,1.1622,2026-09-06
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/06,2026/07/01,1.12,0.2,1.02,36.33,,,,,,0.9065,0.02319999970495701,0.7322,0.0,0.2441,0.6973,0.8949,2.3128,1.3365,0.9414,1.1622,2026-09-06
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/06,2026/07/01,4.35,2.75,3.75,94.92,,,,,,1.813,0.17430000007152557,6.5083,3.4866,46.488,9.2162,3.5447,3.4866,3.0915,2.1501,1.1622,2026-09-06
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/06,2026/07/01,14.7,10.99,11.74,581.88,,,,,,2.8125,0.4648999869823456,2.4871,0.0,4.6488,2.9985,2.6498,0.5811,1.9874,1.5922,1.1622,2026-09-06
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/06,2026/07/01,35.95,19.94,27.98,301.98,,46.32,,,,8.0076,1.1505999565124512,9.8555,7.7867,4.6488,6.1713,8.577,4.6372,8.763,12.2031,1.1622,2026-09-06
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/06,2026/07/01,79.6,79.0,111.48,4321.0,,125.0,,,,29.0318,5.810999870300293,40.6538,36.4931,4.6372,16.817,92.1392,11.0409,29.1364,34.5754,1.1622,2026-09-06
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/06,2026/07/01,164.66,289.0,300.0,2349.9,,101.41,,,,46.2904,2.324399948120117,48.7078,38.9337,81.2959,46.2904,43.1409,37.1904,30.3799,21.5937,1.1622,2026-09-06
