card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/19,2026/07/01,10.11,6.0,9.59,80.34,,19.41,,,,3.0598,0.5041999816894531,4.1714,3.862,3.7245,3.1744,3.0254,2.1659,4.1141,3.9079,1.146,2026-09-19
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/19,2026/07/01,0.21,0.03,0.23,19.96,,0.62,,,,0.1719,0.02290000021457672,0.1375,0.5272,0.0573,0.149,0.1604,0.8251,0.6188,0.6647,1.146,2026-09-19
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/19,2026/07/01,34.07,22.0,33.75,389.48,,24.32,,,,5.6842,1.1345000267028809,6.6239,10.314,4.584,5.4206,5.2716,14.8865,8.595,6.7499,1.146,2026-09-19
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/19,2026/07/01,43.55,29.98,39.99,235.4,,27.06,,,,4.5725,0.2865000069141388,6.9448,4.6528,5.157,2.6702,4.6871,1.719,3.9766,4.6528,1.146,2026-09-19
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/19,2026/07/01,1.24,0.2,1.08,35.95,,,,,,0.8939,0.02290000021457672,0.722,0.0,0.2407,0.6876,0.8824,2.2805,1.3179,0.9283,1.146,2026-09-19
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/19,2026/07/01,4.35,2.75,3.59,94.92,,,,,,1.7878,0.17190000414848328,6.4176,3.438,45.84,9.0878,3.4953,3.438,3.0484,2.1201,1.146,2026-09-19
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/19,2026/07/01,15.06,5.0,11.15,4321.0,,,,,,2.7733,0.45840001106262207,2.4524,0.0,4.584,2.9567,2.6129,0.573,1.9597,1.57,1.146,2026-09-19
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/19,2026/07/01,38.39,20.94,27.98,211.39,,54.65,,,,7.8959,1.1345000267028809,9.7181,7.6782,4.584,6.0853,8.4575,4.5725,8.6408,12.033,1.146,2026-09-19
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/19,2026/07/01,78.0,59.99,99.99,311.18,,125.0,,,,28.6271,5.730000019073486,40.0871,35.9844,4.5725,16.5826,90.8549,10.887,28.7302,34.0935,1.146,2026-09-19
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/19,2026/07/01,169.99,289.0,295.0,2349.88,,101.41,,,,45.6452,2.2920000553131104,48.0289,38.391,80.1627,45.6452,42.5395,36.672,29.9564,21.2927,1.146,2026-09-19
