card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/25,2026/07/01,10.23,6.0,9.8,80.34,,19.41,,,,3.035,0.5001000165939331,4.1376,3.8307,3.6943,3.1487,3.0009,2.1484,4.0808,3.8761,1.1367,2026-09-25
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/25,2026/07/01,0.21,0.03,0.23,19.92,,0.62,,,,0.1705,0.022700000554323196,0.1364,0.5229,0.0568,0.1478,0.1591,0.8184,0.6138,0.6593,1.1367,2026-09-25
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/25,2026/07/01,34.07,22.0,31.47,389.44,,24.71,,,,5.638,1.1253000497817993,6.5701,10.2303,4.5468,5.3766,5.2288,14.7657,8.5252,6.6952,1.1367,2026-09-25
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/25,2026/07/01,41.95,24.98,39.99,235.18,,27.06,,,,4.5354,0.2842000126838684,6.8884,4.615,5.1151,2.6485,4.6491,1.705,3.9443,4.615,1.1367,2026-09-25
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/25,2026/07/01,1.26,0.2,1.02,35.73,,,,,,0.8866,0.022700000554323196,0.7161,0.0,0.2387,0.682,0.8753,2.262,1.3072,0.9207,1.1367,2026-09-25
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/25,2026/07/01,4.41,2.75,3.72,94.92,,,,,,1.7733,0.1704999953508377,6.3655,3.4101,45.468,9.014,3.4669,3.4101,3.0236,2.1029,1.1367,2026-09-25
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/25,2026/07/01,15.06,5.0,11.53,581.82,,,,,,2.7508,0.4546999931335449,2.4325,0.0,4.5468,2.9327,2.5917,0.5684,1.9438,1.5573,1.1367,2026-09-25
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/25,2026/07/01,40.05,27.0,41.99,164.84,,54.65,,,,7.8319,1.1253000497817993,9.6392,7.6159,4.5468,6.0359,8.3888,4.5354,8.5707,11.9353,1.1367,2026-09-25
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/25,2026/07/01,75.6,59.99,97.83,311.14,,125.0,,,,28.3948,5.683499813079834,39.7618,35.6924,4.5354,16.448,90.1176,10.7987,28.4971,33.8168,1.1367,2026-09-25
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/25,2026/07/01,169.99,289.0,295.0,2349.84,,101.41,,,,45.2748,2.273400068283081,47.6391,38.0795,79.5122,45.2748,42.1943,36.3744,29.7133,21.1199,1.1367,2026-09-25
