card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/03,2026/07/01,9.8,6.14,9.78,109.71,,19.41,,,,3.0913,0.5094000101089478,4.2144,3.9018,3.7628,3.2071,3.0566,2.1882,4.1565,3.9481,1.1578,2026-09-03
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/03,2026/07/01,0.2,0.03,0.22,19.98,,0.61,,,,0.1737,0.02319999970495701,0.1389,0.5326,0.0579,0.1505,0.1621,0.8336,0.6252,0.6715,1.1578,2026-09-03
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/03,2026/07/01,32.44,23.0,32.13,389.5,,24.32,,,,5.7427,1.1461999416351318,6.6921,10.4202,4.6312,5.4764,5.3259,15.0398,8.6835,6.8194,1.1578,2026-09-03
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/03,2026/07/01,42.56,29.3,39.49,235.9,,27.06,,,,4.6196,0.28940001130104065,7.0163,4.7007,5.2101,2.6977,4.7354,1.7367,4.0176,4.7007,1.1578,2026-09-03
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/03,2026/07/01,1.31,0.2,1.05,36.45,,,,,,0.9031,0.02319999970495701,0.7294,0.0,0.2431,0.6947,0.8915,2.304,1.3315,0.9378,1.1578,2026-09-03
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/03,2026/07/01,4.53,2.98,4.0,94.92,,,,,,1.8062,0.1737000048160553,6.4837,3.4734,46.312,9.1814,3.5313,3.4734,3.0797,2.1419,1.1578,2026-09-03
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/03,2026/07/01,14.7,10.99,12.0,581.88,,,,,,2.8019,0.46309998631477356,2.4777,0.0,4.6312,2.9871,2.6398,0.5789,1.9798,1.5862,1.1578,2026-09-03
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/03,2026/07/01,34.72,21.34,28.0,301.98,,46.32,,,,7.9772,1.1461999416351318,9.8181,7.7573,4.6312,6.1479,8.5446,4.6196,8.7298,12.1569,1.1578,2026-09-03
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/03,2026/07/01,79.6,79.0,102.96,311.2,,125.0,,,,28.9218,5.789000034332275,40.4998,36.3549,4.6196,16.7534,91.7904,10.9991,29.026,34.4445,1.1578,2026-09-03
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/03,2026/07/01,164.66,289.0,300.0,2349.9,,101.41,,,,46.1152,2.3155999183654785,48.5234,38.7863,80.9881,46.1152,42.9775,37.0496,30.2649,21.5119,1.1578,2026-09-03
