card_id,name,variant,set,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/08,2026/07/01,9.71,6.19,10.0,109.71,,17.84,,,,3.0798,0.5075,4.1987,3.8873,3.7489,3.1952,3.0452,2.1801,4.1411,3.9334,1.1535,2026-08-08
xy5-1,Weedle,normal,Primal Clash,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/08,2026/07/01,0.21,0.02,0.21,1000.0,,0.59,,,,0.173,0.0231,0.1384,0.5306,0.0577,0.15,0.1615,0.8305,0.6229,0.669,1.1535,2026-08-08
pl1-1,Ampharos,holofoil,Platinum,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/08,2026/07/01,29.98,23.99,32.0,389.5,,23.75,,,,5.7214,1.142,6.6672,10.3815,4.614,5.4561,5.3061,14.984,8.6512,6.7941,1.1535,2026-08-08
dp3-1,Ampharos,holofoil,Secret Wonders,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/08,2026/07/01,42.56,37.0,41.92,237.04,,27.06,,,,4.6025,0.2884,6.9902,4.6832,5.1907,2.6877,4.7178,1.7302,4.0026,4.6832,1.1535,2026-08-08
det1-1,Bulbasaur,holofoil,Detective Pikachu,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/08,2026/07/01,0.93,0.2,0.99,37.47,,,,,,0.8997,0.0231,0.7267,0.0,0.2422,0.6921,0.8882,2.2955,1.3265,0.9343,1.1535,2026-08-08
dv1-1,Dratini,holofoil,Dragon Vault,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/08,2026/07/01,4.23,2.72,3.8,94.92,,,,,,1.7995,0.173,6.4596,3.4605,46.14,9.1473,3.5182,3.4605,3.0683,2.134,1.1535,2026-08-08
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/08,2026/07/01,14.22,6.19,10.5,581.88,,,,,,2.7915,0.4614,2.4685,0.0,4.614,2.976,2.63,0.5767,1.9725,1.5803,1.1535,2026-08-08
pl3-1,Absol G,holofoil,Supreme Victors,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/08,2026/07/01,32.08,27.83,28.0,164.9,,42.5,,,,7.9476,1.142,9.7817,7.7284,4.614,6.1251,8.5128,4.6025,8.6974,12.1117,1.1535,2026-08-08
ex12-1,Aerodactyl,holofoil,Legend Maker,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/08,2026/07/01,79.57,49.99,120.0,311.2,,125.0,,,,28.8144,5.7675,40.3494,36.2199,4.6025,16.6911,91.4495,10.9582,28.9182,34.3166,1.1535,2026-08-08
ex3-1,Absol,holofoil,Dragon,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/08,2026/07/01,164.66,139.99,290.0,2349.9,,101.41,,,,45.9439,2.307,48.3432,38.6422,80.6873,45.9439,42.8179,36.912,30.1525,21.432,1.1535,2026-08-08
ru1-1,Venusaur,holofoil,Pokémon Rumble,1,,Pokemon Rumble,Stage 2,3,Pokémon,2009/12/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ru1-1,https://images.pokemontcg.io/ru1/1_hires.png,2026/08/08,2026/07/01,279.93,129.99,279.89,279.96,,,,,,137.1858,68.0565,141.6267,0.0,51.9075,141.4191,95.3483,26.3459,12.7923,6.2174,1.1535,2026-08-08
ecard2-H1,Ampharos,,Aquapolis,H1,Rare Holo,Shin-ichi Yoshida,Stage 2,181,Pokémon,2003/01/15,cardmarket,https://prices.pokemontcg.io/cardmarket/ecard2-H1,https://images.pokemontcg.io/ecard2/H1_hires.png,,2026/07/01,,,,,,,,,,207.5608,11.535,178.5964,0.0,1036.9965,213.3283,110.2515,46.1285,20.913,20.8784,1.1535,2026-08-08
base4-1,Alakazam,holofoil,Base Set 2,1,Rare Holo,Ken Sugimori,Stage 2,65,Pokémon,2000/02/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base4-1,https://images.pokemontcg.io/base4/1_hires.png,2026/08/08,2026/07/01,54.7,31.76,40.0,199.98,,,,,,47.9856,14.984,40.3264,0.0,44.9865,38.054,41.2261,23.0123,26.3113,24.5695,1.1535,2026-08-08
hgss1-1,Arcanine,holofoil,HeartGold & SoulSilver,1,Rare Holo,Naoki Saito,Stage 1,59,Pokémon,2010/02/10,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss1-1,https://images.pokemontcg.io/hgss1/1_hires.png,2026/08/08,2026/07/01,75.84,32.97,77.09,552.0,,34.56,,,,11.3389,1.7533,13.2076,17.787,9.8394,12.8731,12.7692,34.5935,17.787,14.1765,1.1535,2026-08-08
