card_id,name,variant,set,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/05,2026/07/01,9.710000038146973,6.5,9.96,109.71,,13.40999984741211,,,,3.07450008392334,0.5066999793052673,4.191500186920166,3.8805999755859375,3.7424,3.18969988822937,3.039999961853028,2.176300048828125,4.133900165557861,3.9265999794006334,1.1514999866485596,2026-08-05
xy5-1,Weedle,normal,Primal Clash,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/05,2026/07/01,0.209999993443489,0.02,0.22,1000.0,,0.5899999737739563,,,,0.1727000027894973,0.0230000000447034,0.1381999999284744,0.529699981212616,0.0576,0.1497000008821487,0.161200001835823,0.8291000127792358,0.6218000054359436,0.667900025844574,1.1514999866485596,2026-08-05
pl1-1,Ampharos,holofoil,Platinum,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/05,2026/07/01,29.979999542236328,23.99,33.35,389.5,,23.75,,,,5.711400032043457,1.1399999856948853,6.655700206756592,10.363499641418455,4.606,5.446599960327148,5.296899795532227,14.958000183105469,8.636300086975098,6.782299995422363,1.1514999866485596,2026-08-05
dp3-1,Ampharos,holofoil,Secret Wonders,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/05,2026/07/01,42.560001373291016,37.0,41.92,237.18,,27.059999465942383,,,,4.5945000648498535,0.2879000008106231,6.978099822998047,4.675099849700928,5.1818,2.683000087738037,4.70959997177124,1.7272000312805176,3.995699882507324,4.675099849700928,1.1514999866485596,2026-08-05
det1-1,Bulbasaur,holofoil,Detective Pikachu,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/05,2026/07/01,1.0199999809265137,0.2,0.99,37.51,,,,,,0.8981999754905701,0.0230000000447034,0.7253999710083008,0.0,0.2418,0.6909000277519226,0.8866999745368958,2.2915000915527344,1.3242000341415403,0.932699978351593,1.1514999866485596,2026-08-05
dv1-1,Dratini,holofoil,Dragon Vault,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/05,2026/07/01,4.449999809265137,2.72,4.25,94.92,,,,,,1.7963000535964966,0.1727000027894973,6.448400020599365,3.4544999599456787,46.06,9.131400108337402,3.5120999813079834,3.4544999599456787,3.062999963760376,2.130300045013428,1.1514999866485596,2026-08-05
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/05,2026/07/01,13.920000076293944,10.99,12.0,581.88,,,,,,2.786600112915039,0.4605999886989593,2.464200019836426,0.0,4.606,2.970900058746338,2.6254000663757324,0.5756999850273132,1.969099998474121,1.5776000022888184,1.1514999866485596,2026-08-05
pl3-1,Absol G,holofoil,Supreme Victors,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/05,2026/07/01,31.14999961853028,27.95,30.0,164.9,,42.5,,,,7.933800220489502,1.1399999856948853,9.764699935913086,7.715000152587891,4.606,6.114500045776367,8.498100280761719,4.5945000648498535,8.682299613952637,12.090700149536133,1.1514999866485596,2026-08-05
ex12-1,Aerodactyl,holofoil,Legend Maker,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/05,2026/07/01,79.56999969482422,49.99,120.0,311.2,,125.0,,,,28.76449966430664,5.757500171661377,40.27949905395508,36.15710067749024,4.5945,16.662200927734375,91.29090118408205,10.939200401306152,28.868099212646484,34.25709915161133,1.1514999866485596,2026-08-05
ex3-1,Absol,holofoil,Dragon,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/05,2026/07/01,161.92999267578125,139.99,289.99,2349.9,,101.41000366210938,,,,45.864200592041016,2.302999973297119,48.2593994140625,38.57519912719727,80.5474,45.864200592041016,42.74369812011719,36.84799957275391,30.10020065307617,21.394899368286133,1.1514999866485596,2026-08-05
