card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/18,2026/07/01,10.11,6.0,9.75,109.71,,19.41,,,,3.0654,0.5052,4.1791,3.8691,3.7313,3.1802,3.031,2.1699,4.1217,3.915,1.1481,2026-09-18
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/18,2026/07/01,0.21,0.03,0.23,19.96,,0.62,,,,0.1722,0.023,0.1378,0.5281,0.0574,0.1493,0.1607,0.8266,0.62,0.6659,1.1481,2026-09-18
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/18,2026/07/01,34.07,22.0,33.75,389.48,,24.32,,,,5.6946,1.1366,6.636,10.3329,4.5924,5.4305,5.2813,14.9138,8.6107,6.7623,1.1481,2026-09-18
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/18,2026/07/01,43.55,29.98,39.99,235.44,,27.06,,,,4.5809,0.287,6.9575,4.6613,5.1664,2.6751,4.6957,1.7221,3.9839,4.6613,1.1481,2026-09-18
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/18,2026/07/01,1.17,0.2,1.02,35.99,,,,,,0.8955,0.023,0.7233,0.0,0.2411,0.6889,0.884,2.2847,1.3203,0.93,1.1481,2026-09-18
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/18,2026/07/01,4.35,2.75,3.95,94.92,,,,,,1.791,0.1722,6.4294,3.4443,45.924,9.1044,3.5017,3.4443,3.0539,2.124,1.1481,2026-09-18
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/18,2026/07/01,15.06,5.0,10.55,4321.0,,,,,,2.7784,0.4592,2.4569,0.0,4.5924,2.9621,2.6177,0.574,1.9633,1.5729,1.1481,2026-09-18
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/18,2026/07/01,38.39,20.94,28.0,211.39,,54.65,,,,7.9104,1.1366,9.7359,7.6923,4.5924,6.0964,8.473,4.5809,8.6567,12.055,1.1481,2026-09-18
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/18,2026/07/01,78.0,59.99,99.99,311.18,,125.0,,,,28.6795,5.7405,40.1605,36.0503,4.5809,16.613,91.0214,10.9069,28.7829,34.156,1.1481,2026-09-18
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/18,2026/07/01,169.99,289.0,295.0,2349.88,,101.41,,,,45.7288,2.2962,48.1169,38.4613,80.3096,45.7288,42.6175,36.7392,30.0113,21.3317,1.1481,2026-09-18
