card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/24,2026/07/01,9.75,6.14,10.27,109.71,,19.41,,,,3.1236,0.5148000121116638,4.2584,3.9426,3.8022,3.2406,3.0885,2.2111,4.1999,3.9894,1.1699,2026-08-24
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/24,2026/07/01,0.21,0.03,0.21,19.98,,0.61,,,,0.1755,0.023399999365210533,0.1404,0.5382,0.0585,0.1521,0.1638,0.8423,0.6317,0.6785,1.1699,2026-08-24
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/24,2026/07/01,32.51,23.48,32.16,389.5,,23.75,,,,5.8027,1.1582000255584717,6.762,10.5291,4.6796,5.5336,5.3815,15.197,8.7743,6.8907,1.1699,2026-08-24
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/24,2026/07/01,42.56,36.99,39.74,236.3,,27.06,,,,4.6679,0.29249998927116394,7.0896,4.7498,5.2645,2.7259,4.7849,1.7548,4.0596,4.7498,1.1699,2026-08-24
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/24,2026/07/01,0.91,0.2,0.99,36.85,,,,,,0.9125,0.023399999365210533,0.737,0.0,0.2457,0.7019,0.9008,2.3281,1.3454,0.9476,1.1699,2026-08-24
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/24,2026/07/01,4.48,2.99,4.0,94.92,,,,,,1.825,0.17550000548362732,6.5514,3.5097,46.796,9.2773,3.5682,3.5097,3.1119,2.1643,1.1699,2026-08-24
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/24,2026/07/01,14.7,10.99,12.0,581.88,,,,,,2.8312,0.46799999475479126,2.5036,0.0,4.6796,3.0183,2.6674,0.5849,2.0005,1.6028,1.1699,2026-08-24
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/24,2026/07/01,34.7,27.92,36.15,301.98,,46.32,,,,8.0606,1.1582000255584717,9.9208,7.8383,4.6796,6.2122,8.6339,4.6679,8.821,12.2839,1.1699,2026-08-24
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/24,2026/07/01,79.57,54.99,102.96,311.2,,125.0,,,,29.2241,5.8495001792907715,40.9231,36.7349,4.6679,16.9285,92.7497,11.114,29.3294,34.8045,1.1699,2026-08-24
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/24,2026/07/01,164.66,289.99,300.0,2349.9,,101.41,,,,46.5971,2.3397998809814453,49.0305,39.1916,81.8345,46.5971,43.4267,37.4368,30.5812,21.7367,1.1699,2026-08-24
