card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/25,2026/07/01,9.75,6.14,10.27,109.71,,19.41,,,,3.1143,0.5131999850273132,4.2457,3.9308,3.7908,3.2309,3.0793,2.2045,4.1874,3.9774,1.1664,2026-08-25
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/25,2026/07/01,0.2,0.03,0.21,19.98,,0.61,,,,0.175,0.02329999953508377,0.14,0.5365,0.0583,0.1516,0.1633,0.8398,0.6299,0.6765,1.1664,2026-08-25
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/25,2026/07/01,32.51,23.49,32.94,389.5,,23.75,,,,5.7853,1.1547000408172607,6.7418,10.4976,4.6656,5.5171,5.3654,15.1515,8.748,6.8701,1.1664,2026-08-25
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/25,2026/07/01,42.56,29.99,39.74,236.22,,27.06,,,,4.6539,0.29159998893737793,7.0684,4.7356,5.2488,2.7177,4.7706,1.7496,4.0474,4.7356,1.1664,2026-08-25
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/25,2026/07/01,0.88,0.2,0.99,36.77,,,,,,0.9098,0.02329999953508377,0.7348,0.0,0.2449,0.6998,0.8981,2.3211,1.3414,0.9448,1.1664,2026-08-25
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/25,2026/07/01,4.48,2.99,4.09,94.92,,,,,,1.8196,0.17499999701976776,6.5318,3.4992,46.656,9.2496,3.5575,3.4992,3.1026,2.1578,1.1664,2026-08-25
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/25,2026/07/01,14.7,10.99,12.0,581.88,,,,,,2.8227,0.4666000008583069,2.4961,0.0,4.6656,3.0093,2.6594,0.5832,1.9945,1.598,1.1664,2026-08-25
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/25,2026/07/01,34.7,27.92,36.15,301.98,,46.32,,,,8.0365,1.1547000408172607,9.8911,7.8149,4.6656,6.1936,8.608,4.6539,8.7947,12.2472,1.1664,2026-08-25
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/25,2026/07/01,79.57,54.99,102.96,311.2,,125.0,,,,29.1367,5.831999778747559,40.8007,36.625,4.6539,16.8778,92.4722,11.0808,29.2416,34.7004,1.1664,2026-08-25
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/25,2026/07/01,164.66,289.99,300.0,2349.9,,101.41,,,,46.4577,2.3327999114990234,48.8838,39.0744,81.5897,46.4577,43.2968,37.3248,30.4897,21.6717,1.1664,2026-08-25
