card_id,name,variant,set,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,,,,9.710000038146973,6.5,10.63,80.34,,13.40999984741211,,,,3.0385000705718994,0.5006999969482422,4.142300128936768,3.835099935531616,3.698499917984009,3.1522998809814453,3.004300117492676,2.1507999897003174,4.085400104522705,3.8805999755859375,1.1380000114440918,2026-07-29
xy5-1,Weedle,normal,Primal Clash,,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,,,,0.209999993443489,0.03,0.21,1000.0,,0.6200000047683716,,,,0.1706999987363815,0.0228000003844499,0.1366000026464462,0.5235000252723694,0.0568999983370304,0.1479000002145767,0.1592999994754791,0.8194000124931335,0.6144999861717224,0.6600000262260437,1.1380000114440918,2026-07-29
pl1-1,Ampharos,holofoil,Platinum,,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,,,,28.959999084472656,23.99,33.75,389.5,,23.75,,,,5.644499778747559,1.1266000270843506,6.577600002288818,10.241999626159668,4.552000045776367,5.382699966430664,5.234799861907959,14.782600402832031,8.53499984741211,6.7027997970581055,1.1380000114440918,2026-07-29
dp3-1,Ampharos,holofoil,Secret Wonders,,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,,,,40.06999969482422,39.49,45.64,237.5,,27.059999465942383,,,,4.540599822998047,0.2845000028610229,6.896299839019775,4.620299816131592,5.120999813079834,2.65149998664856,4.654399871826172,1.7070000171661377,3.948899984359741,4.620299816131592,1.1380000114440918,2026-07-29
det1-1,Bulbasaur,holofoil,Detective Pikachu,,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,,,,0.9900000095367432,0.2,0.99,37.77,,,,,,0.8876000046730042,0.0228000003844499,0.7168999910354614,0.0,0.238999992609024,0.6827999949455261,0.8762999773025513,2.2646000385284424,1.3086999654769895,0.9218000173568726,1.1380000114440918,2026-07-29
dv1-1,Dratini,holofoil,Dragon Vault,,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,,,,4.389999866485596,2.72,4.21,110.11,,,,,,1.7753000259399414,0.1706999987363815,6.372799873352051,3.4140000343322754,45.52000045776367,9.024299621582031,3.470900058746338,3.4140000343322754,3.027100086212158,2.105299949645996,1.1380000114440918,2026-07-29
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,,,,13.869999885559082,10.63,12.0,581.88,,,,,,2.753999948501587,0.4551999866962433,2.43530011177063,0.0,4.552000045776367,2.936000108718872,2.594599962234497,0.5690000057220459,1.94599997997284,1.5591000318527222,1.1380000114440918,2026-07-29
pl3-1,Absol G,holofoil,Supreme Victors,,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,,,,31.14999961853028,15.5,22.98,164.9,,42.5,,,,7.840799808502197,1.1266000270843506,9.65019989013672,7.624599933624268,4.552000045776367,6.042799949645996,8.39840030670166,4.540599822998047,8.580499649047852,11.949000358581545,1.1380000114440918,2026-07-29
ex12-1,Aerodactyl,holofoil,Legend Maker,,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,,,,76.30999755859375,49.99,120.0,311.2,,125.0,,,,28.42720031738281,5.690000057220459,39.80720138549805,35.73320007324219,4.540599822998047,16.466899871826172,90.22059631347656,10.810999870300291,28.529699325561523,33.855499267578125,1.1380000114440918,2026-07-29
ex3-1,Absol,holofoil,Dragon,,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,,,,159.24000549316406,139.99,289.99,2349.9,,101.41000366210938,,,,45.32649993896485,2.276000022888184,47.69359970092773,38.12300109863281,79.60310363769531,45.32649993896485,42.24259948730469,36.41600036621094,29.747299194335938,21.143999099731445,1.1380000114440918,2026-07-29
