card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/18,2026/07/01,9.75,6.14,10.5,109.71,,19.41,,,,3.0953,0.5101000070571899,4.2199,3.9068,3.7677,3.2113,3.0606,2.1911,4.1619,3.9532,1.1593,2026-08-18
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/18,2026/07/01,0.21,0.03,0.21,19.98,,0.61,,,,0.1739,0.02319999970495701,0.1391,0.5333,0.058,0.1507,0.1623,0.8347,0.626,0.6724,1.1593,2026-08-18
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/18,2026/07/01,31.26,23.99,31.99,389.5,,23.75,,,,5.7501,1.1476999521255493,6.7008,10.4337,4.6372,5.4835,5.3328,15.0593,8.6947,6.8283,1.1593,2026-08-18
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/18,2026/07/01,42.56,37.0,41.92,236.62,,27.06,,,,4.6256,0.2897999882698059,7.0254,4.7068,5.2168,2.7012,4.7415,1.7389,4.0228,4.7068,1.1593,2026-08-18
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/18,2026/07/01,0.87,0.2,0.96,37.17,,,,,,0.9043,0.02319999970495701,0.7304,0.0,0.2435,0.6956,0.8927,2.307,1.3332,0.939,1.1593,2026-08-18
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/18,2026/07/01,4.32,2.85,3.65,94.92,,,,,,1.8085,0.17389999330043793,6.4921,3.4779,46.372,9.1932,3.5359,3.4779,3.0837,2.1447,1.1593,2026-08-18
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/18,2026/07/01,14.7,6.2,9.8,581.88,,,,,,2.8055,0.46369999647140503,2.4809,0.0,4.6372,2.991,2.6432,0.5796,1.9824,1.5882,1.1593,2026-08-18
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/18,2026/07/01,34.7,27.92,36.15,301.98,,46.32,,,,7.9876,1.1476999521255493,9.8309,7.7673,4.6372,6.1559,8.5556,4.6256,8.7411,12.1727,1.1593,2026-08-18
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/18,2026/07/01,79.57,49.99,101.48,311.2,,125.0,,,,28.9593,5.796500205993652,40.5523,36.402,4.6256,16.7751,91.9093,11.0133,29.0637,34.4892,1.1593,2026-08-18
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/18,2026/07/01,164.66,139.99,289.99,2349.9,,101.41,,,,46.1749,2.3185999393463135,48.5863,38.8366,81.093,46.1749,43.0332,37.0976,30.3041,21.5398,1.1593,2026-08-18
