card_id,name,variant,set,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/08/01,2026/07/01,9.710000038146973,6.5,10.99,80.34,,13.40999984741211,,,,3.066499948501587,0.505299985408783,4.180500030517578,3.8703999519348153,3.7326,3.181299924850464,3.032000064849853,2.1707000732421875,4.1230998039245605,3.916399955749512,1.1484999656677246,2026-08-01
xy5-1,Weedle,normal,Primal Clash,,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/08/01,2026/07/01,0.209999993443489,0.02,0.21,1000.0,,0.6100000143051147,,,,0.1722999960184097,0.0230000000447034,0.1377999931573867,0.5282999873161316,0.0574,0.1492999941110611,0.1607999950647354,0.8269000053405762,0.620199978351593,0.666100025177002,1.1484999656677246,2026-08-01
pl1-1,Ampharos,holofoil,Platinum,,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/08/01,2026/07/01,29.57999992370605,23.99,32.94,389.5,,23.75,,,,5.696599960327148,1.1369999647140503,6.638299942016602,10.33650016784668,4.594,5.432400226593018,5.283100128173828,14.918999671936035,8.613800048828125,6.764699935913086,1.1484999656677246,2026-08-01
dp3-1,Ampharos,holofoil,Secret Wonders,,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/08/01,2026/07/01,40.06999969482422,37.0,41.28,237.38,,27.059999465942383,,,,4.582499980926514,0.2870999872684479,6.95989990234375,4.662899971008301,5.1683,2.6760001182556152,4.697400093078613,1.7228000164031982,3.985300064086914,4.662899971008301,1.1484999656677246,2026-08-01
det1-1,Bulbasaur,holofoil,Detective Pikachu,,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/08/01,2026/07/01,0.9700000286102296,0.2,0.99,37.71,,,,,,0.895799994468689,0.0230000000447034,0.7235999703407288,0.0,0.2412,0.6891000270843506,0.8842999935150146,2.2855000495910645,1.3207999467849731,0.930299997329712,1.1484999656677246,2026-08-01
dv1-1,Dratini,holofoil,Dragon Vault,,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/08/01,2026/07/01,4.389999866485596,2.72,4.29,94.92,,,,,,1.791700005531311,0.1722999960184097,6.431600093841553,3.445499897003174,45.94,9.107600212097168,3.5028998851776123,3.445499897003174,3.055000066757202,2.1247000694274902,1.1484999656677246,2026-08-01
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/08/01,2026/07/01,13.859999656677246,10.63,12.0,581.88,,,,,,2.779400110244751,0.4593999981880188,2.4577999114990234,0.0,4.594,2.963099956512451,2.6185998916625977,0.5742999911308289,1.9638999700546265,1.5734000205993652,1.1484999656677246,2026-08-01
pl3-1,Absol G,holofoil,Supreme Victors,,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/08/01,2026/07/01,31.14999961853028,15.5,22.98,164.9,,42.5,,,,7.91319990158081,1.1369999647140503,9.739299774169922,7.695000171661377,4.594,6.098499774932861,8.475899696350098,4.582499980926514,8.659700393676758,12.059300422668455,1.1484999656677246,2026-08-01
ex12-1,Aerodactyl,holofoil,Legend Maker,,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/08/01,2026/07/01,76.30999755859375,49.99,120.0,311.2,,125.0,,,,28.68950080871582,5.742499828338623,40.17449951171875,36.06290054321289,4.5825,16.618799209594727,91.0531005859375,10.910799980163574,28.79290008544922,34.16790008544922,1.1484999656677246,2026-08-01
ex3-1,Absol,holofoil,Dragon,,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/08/01,2026/07/01,159.24000549316406,139.99,262.04,2349.9,,101.41000366210938,,,,45.74480056762695,2.296999931335449,48.13359832763672,38.47480010986328,80.3376,45.74480056762695,42.632301330566406,36.75199890136719,30.02179908752441,21.339099884033203,1.1484999656677246,2026-08-01
ru1-1,Venusaur,holofoil,Pokémon Rumble,,,Pokemon Rumble,Stage 2,3,Pokémon,2009/12/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ru1-1,https://images.pokemontcg.io/ru1/1_hires.png,2026/08/01,2026/07/01,279.9700012207031,199.95,279.9,279.96,,,,,,136.59109497070312,67.7614974975586,141.01280212402344,0.0,51.6825,140.8061065673828,94.93499755859376,26.2317008972168,12.736900329589844,6.190400123596191,1.1484999656677246,2026-08-01
ecard2-H1,Ampharos,,Aquapolis,,Rare Holo,Shin-ichi Yoshida,Stage 2,181,Pokémon,2003/01/15,cardmarket,https://prices.pokemontcg.io/cardmarket/ecard2-H1,https://images.pokemontcg.io/ecard2/H1_hires.png,,2026/07/01,,,,,,,,,,206.66110229492188,11.484999656677246,177.82229614257812,0.0,1032.5015,212.40359497070312,109.77359771728516,45.92850112915039,20.82229995727539,20.787900924682617,1.1484999656677246,2026-08-01
base4-1,Alakazam,holofoil,Base Set 2,,Rare Holo,Ken Sugimori,Stage 2,65,Pokémon,2000/02/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base4-1,https://images.pokemontcg.io/base4/1_hires.png,2026/08/01,2026/07/01,55.619998931884766,31.76,40.0,199.98,,,,,,47.7775993347168,14.918999671936035,40.1515998840332,0.0,44.7915,37.88899993896485,41.047401428222656,22.91259956359864,26.19729995727539,24.46310043334961,1.1484999656677246,2026-08-01
hgss1-1,Arcanine,holofoil,HeartGold & SoulSilver,,Rare Holo,Naoki Saito,Stage 1,59,Pokémon,2010/02/10,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss1-1,https://images.pokemontcg.io/hgss1/1_hires.png,2026/08/01,2026/07/01,75.83999633789062,35.0,77.12,552.0,,34.560001373291016,,,,11.289799690246582,1.7457000017166138,13.15030002593994,17.70989990234375,9.7967,12.817299842834473,12.713899612426758,34.44350051879883,17.70989990234375,14.115099906921388,1.1484999656677246,2026-08-01
ex11-1,Beedrill δ,holofoil,Delta Species,,Rare Holo,Masakazu Fukuda,Stage 2,15,Pokémon,2005/10/31,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex11-1,https://images.pokemontcg.io/ex11/1_hires.png,2026/08/01,2026/07/01,44.47999954223633,42.99,65.77,96.75,,80.48999786376953,,,,19.202899932861328,3.445499897003174,19.09959983825684,21.14389991760254,28.7125,19.742700576782227,16.010099411010742,1.7228000164031982,21.72960090637207,17.951099395751953,1.1484999656677246,2026-08-01
ex7-1,Azumarill,normal,Team Rocket Returns,,Rare Holo,Sumiyoshi Kizuki,Stage 1,184,Pokémon,2004/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex7-1,https://images.pokemontcg.io/ex7/1_hires.png,2026/08/01,2026/07/01,6.800000190734863,50.0,75.0,115.0,46.11000061035156,80.5199966430664,,,,197.9324951171875,3.445499897003174,203.2729949951172,24.842100143432617,16.5958,242.1842041015625,75.99620056152344,11.484999656677246,36.407501220703125,30.26300048828125,1.1484999656677246,2026-08-01
gym1-1,Blaine's Moltres,1stEditionHolofoil,Gym Heroes,,Rare Holo,Ken Sugimori,Basic,146,Pokémon,2000/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/gym1-1,https://images.pokemontcg.io/gym1/1_hires.png,2026/08/01,2026/07/01,185.5800018310547,350.0,999.99,1500.0,,,,,"{""unlimitedHolofoil"": {""low"": 82.37, ""mid"": 148.37, ""high"": 879.52, ""market"": 125.0, ""directLow"": 147.99}}",112.1395034790039,20.55820083618164,110.95659637451172,0.0,91.8685,103.75550079345705,110.03780364990234,34.44350051879883,53.1870002746582,45.0786018371582,1.1484999656677246,2026-08-01
