card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/26,2026/07/01,10.23,6.14,9.9,80.34,,19.41,,,,3.0446,0.5016999840736389,4.1507,3.8428,3.706,3.1586,3.0104,2.1552,4.0937,3.8884,1.1403,2026-09-26
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/26,2026/07/01,0.21,0.03,0.23,19.88,,0.6,,,,0.171,0.02280000038444996,0.1368,0.5245,0.057,0.1482,0.1596,0.821,0.6158,0.6614,1.1403,2026-09-26
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/26,2026/07/01,34.07,22.0,31.47,389.4,,24.71,,,,5.6559,1.1289000511169434,6.5909,10.2627,4.5612,5.3936,5.2454,14.8125,8.5523,6.7164,1.1403,2026-09-26
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/26,2026/07/01,41.95,24.98,39.99,235.1,,27.06,,,,4.5498,0.2851000130176544,6.9102,4.6296,5.1314,2.6569,4.6638,1.7105,3.9568,4.6296,1.1403,2026-09-26
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/26,2026/07/01,1.23,0.2,1.09,35.65,,,,,,0.8894,0.02280000038444996,0.7184,0.0,0.2395,0.6842,0.878,2.2692,1.3113,0.9236,1.1403,2026-09-26
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/26,2026/07/01,4.41,2.75,3.74,94.92,,,,,,1.7789,0.17100000381469727,6.3857,3.4209,45.612,9.0426,3.4779,3.4209,3.0332,2.1096,1.1403,2026-09-26
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/26,2026/07/01,15.06,5.0,11.53,581.78,,,,,,2.7595,0.4560999870300293,2.4402,0.0,4.5612,2.942,2.5999,0.5702,1.9499,1.5622,1.1403,2026-09-26
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/26,2026/07/01,40.05,27.0,41.99,164.8,,54.65,,,,7.8567,1.1289000511169434,9.6697,7.64,4.5612,6.055,8.4154,4.5498,8.5979,11.9732,1.1403,2026-09-26
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/26,2026/07/01,75.6,59.99,90.6,311.1,,125.0,,,,28.4847,5.701499938964844,39.8877,35.8054,4.5498,16.5001,90.403,10.8329,28.5873,33.9239,1.1403,2026-09-26
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/26,2026/07/01,169.99,289.0,295.0,2349.8,,101.41,,,,45.4181,2.280600070953369,47.79,38.2001,79.764,45.4181,42.3279,36.4896,29.8074,21.1868,1.1403,2026-09-26
ru1-1,Venusaur,holofoil,Pokémon Rumble,https://images.pokemontcg.io/ru1/symbol.png,1,,Pokemon Rumble,Stage 2,3,Pokémon,2009/12/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ru1-1,https://images.pokemontcg.io/ru1/1_hires.png,2026/09/26,2026/07/01,279.9,254.76,254.76,254.76,,,,,,135.6159,67.27770233154297,140.006,0.0,51.3135,139.8008,94.2572,26.0445,12.6459,6.1462,1.1403,2026-09-26
ecard2-H1,Ampharos,,Aquapolis,https://images.pokemontcg.io/ecard2/symbol.png,H1,Rare Holo,Shin-ichi Yoshida,Stage 2,181,Pokémon,2003/01/15,cardmarket,https://prices.pokemontcg.io/cardmarket/ecard2-H1,https://images.pokemontcg.io/ecard2/H1_hires.png,,2026/07/01,,,,,,,,,,205.1856,11.402999877929688,176.5526,0.0,1025.1297,210.8871,108.9899,45.6006,20.6736,20.6394,1.1403,2026-09-26
base4-1,Alakazam,holofoil,Base Set 2,https://images.pokemontcg.io/base4/symbol.png,1,Rare Holo,Ken Sugimori,Stage 2,65,Pokémon,2000/02/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base4-1,https://images.pokemontcg.io/base4/1_hires.png,2026/09/26,2026/07/01,55.97,29.99,50.0,198.31,,,,,,47.4365,14.8125,39.8649,0.0,44.4717,37.6185,40.7543,22.749,26.0102,24.2884,1.1403,2026-09-26
