card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/15,2026/07/01,10.11,6.14,9.8,109.71,,19.41,,,,3.0841,0.5081999897956848,4.2046,3.8927,3.7541,3.1996,3.0495,2.1831,4.1468,3.9389,1.1551,2026-09-15
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/15,2026/07/01,0.21,0.03,0.23,19.98,,0.62,,,,0.1733,0.023099999874830246,0.1386,0.5313,0.0578,0.1502,0.1617,0.8317,0.6238,0.67,1.1551,2026-09-15
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/15,2026/07/01,34.16,22.0,31.47,389.5,,24.32,,,,5.7293,1.1434999704360962,6.6765,10.3959,4.6204,5.4636,5.3135,15.0047,8.6632,6.8035,1.1551,2026-09-15
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/15,2026/07/01,43.55,36.99,39.99,235.52,,27.06,,,,4.6088,0.2888000011444092,6.9999,4.6897,5.198,2.6914,4.7244,1.7327,4.0082,4.6897,1.1551,2026-09-15
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/15,2026/07/01,1.08,0.2,1.02,36.07,,,,,,0.901,0.023099999874830246,0.7277,0.0,0.2426,0.6931,0.8894,2.2986,1.3284,0.9356,1.1551,2026-09-15
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/15,2026/07/01,4.34,2.75,4.0,94.92,,,,,,1.802,0.17329999804496765,6.4686,3.4653,46.204,9.1599,3.5231,3.4653,3.0726,2.1369,1.1551,2026-09-15
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/15,2026/07/01,15.06,5.0,11.37,4321.0,,,,,,2.7953,0.4620000123977661,2.4719,0.0,4.6204,2.9802,2.6336,0.5776,1.9752,1.5825,1.1551,2026-09-15
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/15,2026/07/01,38.56,19.94,28.0,164.9,,54.65,,,,7.9586,1.1434999704360962,9.7952,7.7392,4.6204,6.1336,8.5246,4.6088,8.7095,12.1286,1.1551,2026-09-15
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/15,2026/07/01,78.0,60.0,99.99,311.2,,125.0,,,,28.8544,5.7754998207092285,40.4054,36.2701,4.6088,16.7143,91.5763,10.9734,28.9584,34.3642,1.1551,2026-09-15
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/15,2026/07/01,169.99,289.0,295.0,2349.9,,101.41,,,,46.0076,2.3101999759674072,48.4102,38.6959,80.7992,46.0076,42.8773,36.9632,30.1943,21.4618,1.1551,2026-09-15
