card_id,name,variant,set,set_symbol_url,card_number,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,image_url,tcgplayer_updated_at,cardmarket_updated_at,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
hgss4-1,Aggron,holofoil,HS—Triumphant,https://images.pokemontcg.io/hgss4/symbol.png,1,Rare Holo,Kagemaru Himeno,Stage 2,306,Pokémon,2010/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss4-1,https://images.pokemontcg.io/hgss4/1_hires.png,2026/09/16,2026/07/01,10.11,6.0,9.75,109.71,,19.41,,,,3.0809,0.5077000260353088,4.2002,3.8886,3.7502,3.1963,3.0463,2.1809,4.1425,3.9348,1.1539,2026-09-16
xy5-1,Weedle,normal,Primal Clash,https://images.pokemontcg.io/xy5/symbol.png,1,Common,Midori Harada,Basic,13,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-1,https://images.pokemontcg.io/xy5/1_hires.png,2026/09/16,2026/07/01,0.21,0.03,0.23,19.98,,0.62,,,,0.1731,0.023099999874830246,0.1385,0.5308,0.0577,0.15,0.1615,0.8308,0.6231,0.6693,1.1539,2026-09-16
pl1-1,Ampharos,holofoil,Platinum,https://images.pokemontcg.io/pl1/symbol.png,1,Rare Holo,Atsuko Nishida,Stage 2,181,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-1,https://images.pokemontcg.io/pl1/1_hires.png,2026/09/16,2026/07/01,34.16,22.0,32.94,389.5,,24.32,,,,5.7233,1.1424000263214111,6.6695,10.3851,4.6156,5.4579,5.3079,14.9892,8.6542,6.7965,1.1539,2026-09-16
dp3-1,Ampharos,holofoil,Secret Wonders,https://images.pokemontcg.io/dp3/symbol.png,1,Rare Holo,Kouki Saitou,Stage 2,181,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-1,https://images.pokemontcg.io/dp3/1_hires.png,2026/09/16,2026/07/01,43.55,29.98,39.74,235.52,,27.06,,,,4.6041,0.28850001096725464,6.9926,4.6848,5.1925,2.6886,4.7195,1.7308,4.004,4.6848,1.1539,2026-09-16
det1-1,Bulbasaur,holofoil,Detective Pikachu,https://images.pokemontcg.io/det1/symbol.png,1,Common,MPC Film,Basic,1,Pokémon,2019/04/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/det1-1,https://images.pokemontcg.io/det1/1_hires.png,2026/09/16,2026/07/01,1.07,0.2,1.01,46.4,,,,,,0.9,0.023099999874830246,0.727,0.0,0.2423,0.6923,0.8885,2.2963,1.327,0.9347,1.1539,2026-09-16
dv1-1,Dratini,holofoil,Dragon Vault,https://images.pokemontcg.io/dv1/symbol.png,1,Rare Holo,Masakazu Fukuda,Basic,147,Pokémon,2012/10/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dv1-1,https://images.pokemontcg.io/dv1/1_hires.png,2026/09/16,2026/07/01,4.34,2.75,4.0,94.92,,,,,,1.8001,0.17309999465942383,6.4618,3.4617,46.156,9.1504,3.5194,3.4617,3.0694,2.1347,1.1539,2026-09-16
mcd19-1,Caterpie,holofoil,McDonald's Collection 2019,https://images.pokemontcg.io/mcd19/symbol.png,1,,Sekio,Basic,10,Pokémon,2019/10/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/mcd19-1,https://images.pokemontcg.io/mcd19/1_hires.png,2026/09/16,2026/07/01,15.06,5.0,11.5,4321.0,,,,,,2.7924,0.46160000562667847,2.4693,0.0,4.6156,2.9771,2.6309,0.5769,1.9732,1.5808,1.1539,2026-09-16
pl3-1,Absol G,holofoil,Supreme Victors,https://images.pokemontcg.io/pl3/symbol.png,1,Rare Holo,Yusuke Ishikawa,Basic|SP,359,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-1,https://images.pokemontcg.io/pl3/1_hires.png,2026/09/16,2026/07/01,38.39,19.94,27.98,211.39,,54.65,,,,7.9504,1.1424000263214111,9.7851,7.7311,4.6156,6.1272,8.5158,4.6041,8.7004,12.1159,1.1539,2026-09-16
ex12-1,Aerodactyl,holofoil,Legend Maker,https://images.pokemontcg.io/ex12/symbol.png,1,Rare Holo,Hajime Kusajima,Stage 1,142,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,2026/09/16,2026/07/01,78.0,59.99,99.99,311.2,,125.0,,,,28.8244,5.769499778747559,40.3634,36.2325,4.6041,16.6969,91.4812,10.962,28.9283,34.3285,1.1539,2026-09-16
ex3-1,Absol,holofoil,Dragon,https://images.pokemontcg.io/ex3/symbol.png,1,Rare Holo,Naoyo Kimura,Basic,359,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-1,https://images.pokemontcg.io/ex3/1_hires.png,2026/09/16,2026/07/01,169.99,289.0,295.0,2349.9,,101.41,,,,45.9598,2.307800054550171,48.3599,38.6556,80.7153,45.9598,42.8328,36.9248,30.1629,21.4395,1.1539,2026-09-16
